編號,巷道名稱,長度,實際寬度,受影響建築物之詳細地址,行政區,轄區分隊,分區
603,保大路一段187巷　,40,4,歸仁區 保大路一段１８７巷,歸仁區,保西分隊　,紅
604,大廟一街38巷　,200,4,歸仁區 大廟一街３８巷,歸仁區,保西分隊　,紅
605,國光街66巷　,100,3,歸仁區 國光街６６巷,歸仁區,保西分隊　,紅
606,文化十二街66巷　,60,5,歸仁區 文化十二街６６巷,歸仁區,保西分隊　,黃
607,中山路一段30巷　,80,5,歸仁區 中山路一段３０巷,歸仁區,保西分隊　,黃
608,民生二街146巷　,100,5,歸仁區 民生二街１４６巷,歸仁區,保西分隊　,黃
609,和平路186巷9弄　,50,3,關廟區 和平路１８６巷９弄,關廟區,關廟分隊　,紅
610,東興路250巷　,80,2,關廟區 東興路２５０巷,關廟區,關廟分隊　,紅
611,東興路250巷1弄　,50,2,關廟區 東興路２５０巷１弄,關廟區,關廟分隊　,紅
612,中山路一段216巷　,50,2,關廟區 中山路２１６巷,關廟區,關廟分隊　,紅
613,四維街260巷　,80,2,關廟區 四維街２６０巷,關廟區,關廟分隊　,紅
614,四維街260巷2弄　,50,2,關廟區 四維街２６０巷２弄,關廟區,關廟分隊　,紅
615,武聖路　,50,3,關廟區 武聖路,關廟區,關廟分隊　,紅
616,忠孝街　,90,3,關廟區 忠孝街,關廟區,關廟分隊　,紅
617,花園一街191巷　,80,3,關廟區 花園一街１９１巷,關廟區,關廟分隊　,紅
618,花園一街191巷7弄　,90,3,關廟區 花園一街１９１巷７弄,關廟區,關廟分隊　,紅
619,中山路一段89巷　,100,3,關廟區 中山路一段８９巷,關廟區,關廟分隊　,紅
620,松平街56巷　,200,3,關廟區 松平街５６巷,關廟區,關廟分隊　,紅
621,長興路87巷　,100,4,仁德區 長興路８７巷 １~２９號、２１弄２之１~２之１１,仁德區,仁德分隊　,黃
622,義林路241巷　,50,4,仁德區 義林路２４１巷 １弄、２弄１~１５號、２~２０號,仁德區,仁德分隊　,黃
623,北保東路8巷　,60,4,仁德區 北保東路８巷 ２~１４、１~１３號,仁德區,仁德分隊　,黃
624,中山北路164巷110弄　,100,4,永康區 中山北路１６４巷１１０弄,永康區,永康分隊　,黃
625,媽廟一街38巷弄　,90,4,歸仁區 媽廟一街３８巷 弄,歸仁區,保西分隊　,紅
626,永安一街56巷　,170,3,永康區 永安一街５６巷 巷弄內,永康區,鹽行分隊　,藍
627,中正十八街　,100,3,歸仁區 中正十八街 單號:１~４５號、雙號:２~４８號,歸仁區,歸仁分隊　,紅
628,安中路六段554巷　,200,2.5,1~27.2~24,安南區,土城分隊　,紅
629,安中路六段578巷　,250,2.5,1~17.2~18,安南區,土城分隊　,紅
630,安中路六段581巷　,250,2.5,整條巷弄,安南區,土城分隊　,紅
631,安中路六段597巷　,250,2.5,整條巷弄,安南區,土城分隊　,紅
632,城北路72巷　,100,2.5,整條巷弄,安南區,土城分隊　,紅
633,城北路98巷6弄　,100,2.3,整條巷弄,安南區,土城分隊　,紅
634,城西街一段61巷27弄　,150,2.5,整條巷弄,安南區,土城分隊　,紅
635,城西街一段61巷28弄　,250,3,整條巷弄,安南區,土城分隊　,紅
636,城西街一段194巷　,150,2.5,整條巷弄,安南區,土城分隊　,紅
637,城西街一段215巷　,100,2.5,整條巷弄,安南區,土城分隊　,紅
638,城西街二段263巷　,200,2.5,整條巷弄,安南區,土城分隊　,紅
639,城北路112巷　,150,2,17.27.29,安南區,土城分隊　,紅
640,城西街三段484巷　,150,2.5,整條巷弄,安南區,土城分隊　,紅
641,媽祖宮路137巷　,100,2.8,整條巷弄,安南區,土城分隊　,紅
642,媽祖宮路159巷　,70,2.4,1~7,安南區,土城分隊　,紅
643,顯宮二街55巷　,100,2.3,1~19.2~6,安南區,土城分隊　,紅
644,四草大道81巷　,1100,3.6,1~19.2~18,安南區,土城分隊　,紅
645,大眾六街181巷　,200,2.8,整條巷弄,安南區,土城分隊　,紅
646,顯宮二街58巷　,250,3.6,1~29.2~28,安南區,土城分隊　,紅
647,顯宮一街　,600,3.7,整條巷弄,安南區,土城分隊　,紅
648,媽祖宮二街　,400,3.7,整條巷弄,安南區,土城分隊　,紅
649,大眾五街92巷　,80,3.3,2~14,安南區,土城分隊　,紅
650,府安路七段10巷　,145,4,12.14.15.17,安南區,土城分隊　,紅
651,府安路七段19巷　,145,4,3.4,安南區,土城分隊　,紅
652,府安路七段28巷　,145,4,2.13.17,安南區,土城分隊　,紅
653,府安路七段37巷　,145,4,3.7,安南區,土城分隊　,紅
654,府安路七段48巷　,145,4,23,安南區,土城分隊　,紅
655,府安路七段57巷　,145,4,3.9.10.11.12.17.24.28,安南區,土城分隊　,紅
656,府安路七段66巷　,145,4,3.7.12.14.17.19.21.23.25,安南區,土城分隊　,紅
657,府安路七段75巷　,145,4,11.19.26,安南區,土城分隊　,紅
658,府安路七段84巷　,145,4,3.12.14.16.19.23,安南區,土城分隊　,紅
659,府安路七段93巷　,145,4,6.8.12.14,安南區,土城分隊　,紅
660,府安路七段102巷　,145,4,整條巷弄,安南區,土城分隊　,紅
661,北汕尾二路550巷　,400,3.6,整條巷弄,安南區,土城分隊　,紅
662,北汕尾ㄧ路439巷　,350,3.6,16.18.15.17.11.18-1.13.19.23.37.39,安南區,土城分隊　,紅
663,北汕尾二路800巷　,200,3,整條巷弄,安南區,土城分隊　,紅
664,大眾六街42巷　,100,3,2.3.13.15.17.20,安南區,土城分隊　,紅
665,大眾六街126巷　,300,3,3.7.13.18.28.47.49,安南區,土城分隊　,紅
666,公學路五段697巷　,300,5,安南居易大樓附近街道雲梯車無法操作,安南區,土城分隊　,紅
667,公學路六段458巷　,50,4,整條巷弄,安南區,土城分隊　,紅
668,公學路六段490巷　,50,4,整條巷弄,安南區,土城分隊　,紅
669,公學路六段642巷　,60,4,整條巷弄,安南區,土城分隊　,紅
670,公學路六段660巷　,80,4,整條巷弄,安南區,土城分隊　,紅
671,公學路六段672巷　,50,4,整條巷弄,安南區,土城分隊　,紅
672,公學路五段363巷　,120,4,整條巷弄,安南區,土城分隊　,紅
673,安興街43巷　,120,4,整條巷弄,安南區,土城分隊　,紅
674,安興街120巷　,40,4,整條巷弄,安南區,土城分隊　,紅
675,安興街702巷　,50,4,整條巷弄,安南區,土城分隊　,紅
676,安興街156巷　,50,4,整條巷弄,安南區,土城分隊　,紅
677,安中路六段429巷　,500,4.5,18.20.22.24.26.28.30.33.48.50,安南區,土城分隊　,黃
678,安中路六段519巷　,300,4.7,1~29.2~30,安南區,土城分隊　,黃
679,城西街一段181巷　,200,4.6,整條巷弄,安南區,土城分隊　,黃
680,裕民街　,160,2.4,1號~85號.2號~104號,北區,公園分隊　,紅
681,裕民街51巷　,40,1.3,1號~11號.2號~8號,北區,公園分隊　,紅
682,裕民街69巷　,72,1,1號~19號.2號~8號,北區,公園分隊　,紅
683,裕民街72巷　,40,1.9,1號~9號.2號~12號,北區,公園分隊　,紅
684,裕民街83巷　,28,1.3,1號~7號.2號~6號,北區,公園分隊　,紅
685,裕民街84巷　,40,1.7,1號~9號.2號~10號,北區,公園分隊　,紅
686,裕民街94巷　,40,1,1號~15號.2號~22號,北區,公園分隊　,紅
687,正覺街44巷3弄　,60,2,1號~15號,北區,公園分隊　,紅
688,正覺街66巷　,112,2,1號~29號.2號~26號,北區,公園分隊　,紅
689,正覺街102巷　,432,3,1號~11號.2號~110號,北區,公園分隊　,紅
690,勝利路206巷　,232,3,21號~85號.18號~66號,北區,公園分隊　,紅
691,勝利路467巷5弄　,92,2.5,1號~15號.2號~30號,北區,公園分隊　,紅
692,自強街　,472,2,1號~119號.2號~114號,北區,公園分隊　,紅
693,自強街146巷　,36,1.9,1號~9號.2號~8號,北區,公園分隊　,紅
694,北華街170巷　,176,2.85,1號~45號.2號~6號,北區,公園分隊　,紅
695,北華街202巷　,42,3,1號~9號.2號~16號,北區,公園分隊　,紅
696,北華街250巷　,12,1.35,2號~6號,北區,公園分隊　,紅
697,北華街309巷　,44,3,1號~11號.2號~10號,北區,公園分隊　,紅
698,長北街58巷　,48,2.85,1號~11號.2號~12號,北區,公園分隊　,紅
699,長北街74巷　,36,2,2號~18號,北區,公園分隊　,紅
700,長北街152巷20弄　,128,1,1號~33號.2號~30號,北區,公園分隊　,紅
701,長北街194巷　,64,1.5,1號~19號.2號~12號,北區,公園分隊　,紅
702,長北街210巷　,64,3,1號~17號.2號~16號,北區,公園分隊　,紅
703,成功路22巷18弄　,284,2,1號~45號.2號~96號,北區,公園分隊　,紅
704,成功路40巷　,44,2.5,19號~29號.22號~30號,北區,公園分隊　,紅
705,成功路88巷　,28,1.2,1號~13號,北區,公園分隊　,紅
706,成功路220巷　,8,1.3,1號~3號,北區,公園分隊　,紅
707,崇安街　,516,2.95,1號~129號.2號~128號,北區,公園分隊　,紅
708,崇安街41巷　,40,1.6,1號~9號.2號~10號,北區,公園分隊　,紅
709,崇安街61巷　,40,1.8,2號~20號,北區,公園分隊　,紅
710,公園北路78巷　,364,3,1號~101號.2號~80號,北區,公園分隊　,紅
711,公園北路88巷　,288,3,1號~63號.2號~80號,北區,公園分隊　,紅
712,公園北路116巷4弄　,24,2.5,1號~11號,北區,公園分隊　,紅
713,公園北路136巷　,28,3,1號~5號.2號~8號,北區,公園分隊　,紅
714,長榮路五段117巷　,24,1.5,2號~12號,北區,公園分隊　,紅
715,長榮路五段199巷　,80,3.5,1號~25號.2號~14號,北區,公園分隊　,紅
716,長榮路五段378巷　,44,1.5,1號~11號.2號~10號,北區,公園分隊　,紅
717,長榮路五段383巷　,88,1,1號~43號,北區,公園分隊　,紅
718,長榮路五段401巷　,524,1.5,1號~159號.2號~102號,北區,公園分隊　,紅
719,大武街133巷　,60,1,2號~30號,北區,公園分隊　,紅
720,大武街141巷　,128,1,1號~33號.2號~30號,北區,公園分隊　,紅
721,旭日街143巷　,68,2.5,1號~11號.2號~22號,北區,公園分隊　,紅
722,精忠街25巷　,140,2,1號~35號.2號~34號,北區,公園分隊　,紅
723,精忠街103巷　,280,2,1號~39號.2號~98號,北區,公園分隊　,紅
724,北門路二段15巷　,16,1,7號~13號,北區,公園分隊　,紅
725,北門路二段91巷　,52,2,1號~17號.2號~8號,北區,公園分隊　,紅
726,北門路二段191巷　,20,1,1號~5號.2號~4號,北區,公園分隊　,紅
727,北門路二段217巷　,104,1,1號~19號.2號~32號,北區,公園分隊　,紅
728,北門路二段231巷　,32,1,1號~7號.2號~8號,北區,公園分隊　,紅
729,北門路二段237巷　,136,2,1號~45號.2號~62號,北區,公園分隊　,紅
730,北門路二段247巷　,96,2,1號~21號.2號~26號,北區,公園分隊　,紅
731,北門路二段263巷　,64,1.5,1號~15號.2號~16號,北區,公園分隊　,紅
732,北門路二段291巷　,92,1.5,1號~21號.2號~24號,北區,公園分隊　,紅
733,北門路二段344巷　,12,2,17號~21號,北區,公園分隊　,紅
734,北門路二段366巷　,12,2,1號~5號,北區,公園分隊　,紅
735,北園街53巷　,92,1.5,1號~9號.2號~36號,北區,公園分隊　,紅
736,北園街87巷　,84,2,1號~19號.2號~22號,北區,公園分隊　,紅
737,北園街122巷　,100,3,1號~25號.2號~24號,北區,公園分隊　,紅
738,北園街124巷9弄　,96,3,1號~19號.2號~28號,北區,公園分隊　,紅
739,北園街128巷　,116,2,1號~27號.2號~30號,北區,公園分隊　,紅
740,南園街14巷　,48,2,1號~13號.2號~10號,北區,公園分隊　,紅
741,南園街28巷　,64,3,1號~17號.2號~14號,北區,公園分隊　,紅
742,南園街42巷　,76,3,1號~13號.2號~24號,北區,公園分隊　,紅
743,南園街75巷　,284,3,1號~67號.2號~74號,北區,公園分隊　,紅
744,長榮路四段76巷　,172,3.5,1號~43號.2號~42號,北區,公園分隊　,紅
745,長榮路四段84巷　,112,3.5,1號~29號.2號~26號,北區,公園分隊　,紅
746,長榮路四段98巷　,112,3,1號~27號.2號~28號,北區,公園分隊　,紅
747,長榮路四段183巷　,204,3,1號~27號.2號~74號,北區,公園分隊　,紅
748,東豐路67巷　,64,2,1號~15號.2號~16號,北區,公園分隊　,紅
749,東豐路85巷　,92,2,1號~13號.2號~34號,北區,公園分隊　,紅
750,東豐路133巷　,204,3,1號~35號.2號~66號,北區,公園分隊　,紅
751,東豐路143巷　,260,1.5,1號~45號.2號~84號,北區,公園分隊　,紅
752,東豐路227巷24弄　,136,3,1號~15號.2號~52號,北區,公園分隊　,紅
753,東豐路559巷　,36,1,1號~13號.2號~4號,北區,公園分隊　,紅
754,公園南路7巷　,20,1,1號~3號.4號~8號,北區,公園分隊　,紅
755,公園南路23巷　,28,1.5,1號~5號.2號~8號,北區,公園分隊　,紅
756,公園南路96巷　,40,2.1,1號~11號.2號~8號,北區,公園分隊　,紅
757,公園南路121巷　,32,2,1號~7號.2號~8號,北區,公園分隊　,紅
758,公園南路131巷　,80,2,1號~17號.2號~22號,北區,公園分隊　,紅
759,公園南路152巷　,128,3.25,1號~25號.2號~38號,北區,公園分隊　,紅
760,公園南路222巷　,112,3.5,1號~25號.2號~30號,北區,公園分隊　,紅
761,公園南路233巷　,232,3.5,1號~49號.2號~66號,北區,公園分隊　,紅
762,開元路63巷7弄　,136,2,2號~68號,北區,公園分隊　,紅
763,開元路68巷3弄　,36,2,1號~17號,北區,公園分隊　,紅
764,開元路73巷54弄　,88,2,1號~21號.2號~22號,北區,公園分隊　,紅
765,開元路90巷　,40,2,83號~97號.46號~48號,北區,公園分隊　,紅
766,開元路148巷　,216,2,1號~19號.38號~144號,北區,公園分隊　,紅
767,開元路166巷　,28,2,1號~13號,北區,公園分隊　,紅
768,開元路342巷　,148,2,1號~35號.2號~38號,北區,公園分隊　,紅
769,開元路394巷　,400,3,1號~151號.2號~48號,北區,公園分隊　,紅
770,公園路239巷　,44,1.5,1號~9號.2號~12號,北區,公園分隊　,紅
771,公園路295巷　,24,1.5,48號~58號,北區,公園分隊　,紅
772,公園路487巷　,128,1,1號~33號.2號~30號,北區,公園分隊　,紅
773,公園路516巷　,140,1,1號~21號.2號~48號,北區,公園分隊　,紅
774,公園路663巷　,40,3,2號~20號,北區,公園分隊　,紅
775,公園路634巷9弄　,80,1.5,1號~17號.2號~22號,北區,公園分隊　,紅
776,公園路681巷6弄　,116,2,1號~21號.2號~36號,北區,公園分隊　,紅
777,公園路746巷　,176,3,1號~41號.2號~46號,北區,公園分隊　,紅
778,公園路758巷　,120,2,1號~59號,北區,公園分隊　,紅
779,公園路772巷　,96,2,43號~61號.48號~74號,北區,公園分隊　,紅
780,公園路788巷　,246,2,1號~69號.2號~52號,北區,公園分隊　,紅
781,公園路820巷　,124,2,1號~25號.2號~36號,北區,公園分隊　,紅
782,忠義路三段39巷　,92,1,1號~31號.2號~14號,北區,公園分隊　,紅
783,西門路四段16巷39弄　,160,3,1號~19號.2號~60號,北區,公園分隊　,紅
784,北忠街16巷　,172,2,1號~43號.2號~42號,北區,公園分隊　,紅
785,小東路189巷　,96,2,1號~47號,北區,公園分隊　,紅
786,前鋒路290巷　,64,2,1號~11號.2號~20號,北區,公園分隊　,紅
787,公園路862巷　,40,4,2號~20號,北區,公園分隊　,黃
788,公園路892巷　,142,4,1號~39號.2號~36號,北區,公園分隊　,黃
789,開元路66巷　,140,4,1號~35號.2號~34號,北區,公園分隊　,黃
790,開元路68巷　,136,4,1號~11號.2號~56號,北區,公園分隊　,黃
791,開元路73巷41弄　,24,4,1號~12號,北區,公園分隊　,黃
792,開元路342巷　,76,4,1號~23號.2號~14號,北區,公園分隊　,黃
793,南園街49巷　,280,4,1號~67號.2號~72號,北區,公園分隊　,黃
794,南園街96巷　,116,4,1號~29號.2號~26號,北區,公園分隊　,黃
795,南園街106巷　,32,4,2號~16號,北區,公園分隊　,黃
796,南園街127巷17弄　,248,4,1號~77號.2號~46號,北區,公園分隊　,黃
797,長榮路四段102巷　,76,4,1號~13號.2號~22號,北區,公園分隊　,黃
798,長榮路四段105巷　,80,4,1號~15號.2號~24號,北區,公園分隊　,黃
799,長榮路四段114巷　,64,4,1號~15號.2號~16號,北區,公園分隊　,黃
800,長榮路五段187巷　,140,4,1號~27號.2號~42號,北區,公園分隊　,黃
801,開南街143巷28弄　,152,4,1號~37號.2號~38號,北區,公園分隊　,黃
802,開南街165巷6弄　,48,4,1號~17號.2號~6號,北區,公園分隊　,黃
803,東豐路227巷　,132,4,1號~33號.2號~32號,北區,公園分隊　,黃
804,東豐路451巷1弄　,80,4,7號~11號.2號~34號,北區,公園分隊　,黃
805,勝利路262巷　,48,4,1號~15號.2號~8號,北區,公園分隊　,黃
806,勝利路276巷　,40,4,1號~5號.2號~14號,北區,公園分隊　,黃
807,勝利路467巷　,68,4,1號~25號.2號~8號,北區,公園分隊　,黃
808,成功路68巷　,192,4,1號~65號.2號~30號,北區,公園分隊　,黃
809,佑民街　,236,4,1號~71號.2號~46號,北區,公園分隊　,黃
810,小北路27巷　,10,6,"1~75號,2~34號(方迪民宿)",北區,公園分隊　,藍
811,國華街三段9巷　,50,2,6號~30號,中西區,永華分隊　,紅
812,國華街三段16巷20巷　,50,1.6,1號~40號,中西區,永華分隊　,紅
813,海安路2段79巷　,60,1.5,6號~52號,中西區,永華分隊　,紅
814,海安路2段21巷　,40,2.8,5號~27號,中西區,永華分隊　,紅
815,正德街　,150,2.5,2號~54號,中西區,永華分隊　,紅
816,正德街13巷　,40,1.3,2號~20號,中西區,永華分隊　,紅
817,正德街23巷　,40,1.9,1號~11號,中西區,永華分隊　,紅
818,正興街116巷　,40,1.5,1號~15號,中西區,永華分隊　,紅
819,友愛街201巷　,40,1.8,1~13號,中西區,永華分隊　,紅
820,友愛街309巷　,40,1.8,2~20號,中西區,永華分隊　,紅
821,友愛街146巷　,40,1.6,1~25號,中西區,永華分隊　,紅
822,國華街2段153巷　,30,1.5,1-10號,中西區,永華分隊　,紅
823,中正路217巷　,40,1.5,2~20號,中西區,永華分隊　,紅
824,保安路125巷　,30,1.4,1~17號,中西區,永華分隊　,紅
825,府前路2段40巷　,60,1.9,1~21號,中西區,永華分隊　,紅
826,郡西路61巷　,40,1.5,1~15號,中西區,永華分隊　,紅
827,保安路185巷　,30,2,2~14號,中西區,永華分隊　,紅
828,中正路193巷　,50,1.7,1~20號,中西區,永華分隊　,紅
829,中正路209巷　,50,1.7,1~10號,中西區,永華分隊　,紅
830,保安路179巷　,50,1.7,1~15號,中西區,永華分隊　,紅
831,海安路2段22巷　,60,1.1,1~21號,中西區,永華分隊　,紅
832,正興街61巷　,40,1.3,6~24號,中西區,永華分隊　,紅
833,正興街77巷　,40,1.3,1~13號,中西區,永華分隊　,紅
834,忠孝街90巷　,40,1.6,1~17號,中西區,永華分隊　,紅
835,忠孝路98巷　,40,1.6,1~30號,中西區,永華分隊　,紅
836,忠孝街78巷　,40,1.6,1~37號,中西區,永華分隊　,紅
837,忠孝街93巷　,100,1.6,1~22號,中西區,永華分隊　,紅
838,信義街　,120,2,1~116號,中西區,永華分隊　,紅
839,協和街200巷　,80,1.5,1~10號,中西區,永華分隊　,紅
840,文賢路110巷　,60,2,1~10號,中西區,永華分隊　,紅
841,海安路二段296巷　,60,2.2,1~40號,中西區,永華分隊　,紅
842,民族路3段222巷　,60,2,2~36號,中西區,永華分隊　,紅
843,文和街9巷　,60,1.6,1~23號,中西區,永華分隊　,紅
844,國華街三段245巷　,40,1.5,1~34號,中西區,永華分隊　,紅
845,國華街三段250巷　,40,2,1~50號,中西區,永華分隊　,紅
846,成功路313巷　,40,2,1~37號,中西區,永華分隊　,紅
847,慈聖街　,80,2,28~87號,中西區,永華分隊　,紅
848,普濟街　,60,2,50~75號,中西區,永華分隊　,紅
849,友愛街331巷　,40,1.8,1~20號,中西區,永華分隊　,紅
850,友愛街251巷　,40,1.8,1~20號,中西區,永華分隊　,紅
851,友愛街206巷　,40,1.8,1~20號,中西區,永華分隊　,紅
852,中正路199巷　,50,1.8,1~15號,中西區,永華分隊　,紅
853,信義街60巷　,60,1.5,3號,中西區,永華分隊　,紅
854,神農街　,100,3.8,54-147號,中西區,永華分隊　,紅
855,普濟街　,100,4,1-50號,中西區,永華分隊　,紅
856,友愛街310巷　,40,2.5,1-13號,中西區,永華分隊　,紅
857,大智街29巷　,60,1.5,1-19號,中西區,永華分隊　,紅
858,環河街2巷　,60,1.5,2-10號,中西區,永華分隊　,紅
859,大新街7巷　,135,3.2,1-31號,中西區,永華分隊　,紅
860,大德街　,80,4,69-109號,中西區,永華分隊　,紅
861,友愛街　,200,6,132~300號,中西區,永華分隊　,黃
862,國華街2段　,100,6,158~214號,中西區,永華分隊　,黃
863,河中街　,200,5,1~59號,中西區,永華分隊　,黃
864,忠孝街　,100,5,80~118號,中西區,永華分隊　,黃
865,忠孝街　,80,3,1~49號,中西區,永華分隊　,黃
866,臨安路1段33巷　,60,5,1~32號,中西區,永華分隊　,黃
867,臨安路1段146巷　,60,4,1~33號,中西區,永華分隊　,黃
868,協和街　,300,5,1~231號,中西區,永華分隊　,黃
869,信義街108巷　,100,6,1~75號,中西區,永華分隊　,黃
870,文賢路67巷　,40,3,1-18號,中西區,永華分隊　,黃
871,武聖路27巷　,60,6,1~30號,中西區,永華分隊　,黃
872,和善街43巷　,80,6,1~30,中西區,永華分隊　,黃
873,和善街44巷　,80,5,1~20號,中西區,永華分隊　,黃
874,永和街　,300,5,25~204號,中西區,永華分隊　,黃
875,和美街　,300,5,1~35號,中西區,永華分隊　,黃
876,中和街217巷　,100,5,1~16號,中西區,永華分隊　,黃
877,臨安路1段267巷　,60,5,1~18號,中西區,永華分隊　,黃
878,康樂街225巷　,,,,中西區,永華分隊　,藍
879,西門路2段307巷　,120,4,1-32號（6樓無名稱公寓）,中西區,永華分隊　,藍
880,宮後街　,120,4,1-20號（6樓無名稱公寓）,中西區,永華分隊　,藍
881,府前2街　,400,3,"41~147號,2-102號（7樓無名稱公寓）",中西區,永華分隊　,藍
882,永華1街148巷　,130,3.6,1-50號（10樓無名稱公大樓）,中西區,永華分隊　,藍
883,永華1街44巷　,85,5.5,1-37號（鄉詩河畔大樓）,中西區,永華分隊　,藍
884,中正路,120,6,330-376號（水樂集大樓）,中西區,永華分隊　,藍
885,安平路680巷　,70,3,330-376號,安平區,安平分隊　,紅
886,觀音街　,150,3,整條巷弄,安平區,安平分隊　,紅
887,效忠街　,150,5,整條巷弄,安平區,安平分隊　,紅
888,中興街　,150,5,整條巷弄,安平區,安平分隊　,紅
889,安平路686巷　,15,5,整條巷弄,安平區,安平分隊　,紅
890,安平路724巷　,50,10,整條巷弄,安平區,安平分隊　,紅
891,安平路51巷　,85,3,整條巷弄,安平區,安平分隊　,紅
892,安平路89巷　,50,3,整條巷弄,安平區,安平分隊　,紅
893,安平路75巷　,50,3,整條巷弄,安平區,安平分隊　,紅
894,安平路121巷　,100,10,整條巷弄,安平區,安平分隊　,紅
895,安北路131巷　,50,3,整條巷弄,安平區,安平分隊　,紅
896,安北路121巷　,100,10,整條巷弄,安平區,安平分隊　,紅
897,同平路96巷　,160,3,整條巷弄,安平區,安平分隊　,紅
898,同平路108巷　,160,3,整條巷弄,安平區,安平分隊　,紅
899,同平路148巷　,80,3,整條巷弄,安平區,安平分隊　,紅
900,同平路156巷　,100,3,整條巷弄,安平區,安平分隊　,紅
901,同平路184巷　,30,3,整條巷弄,安平區,安平分隊　,紅
902,國勝路7巷　,90,3,整條巷弄,安平區,安平分隊　,紅
903,運河路52巷　,50,3,整條巷弄,安平區,安平分隊　,紅
904,運河路13巷　,40,3,整條巷弄,安平區,安平分隊　,紅
905,運河路23巷　,50,3,整條巷弄,安平區,安平分隊　,紅
906,安平路169巷　,30,3,整條巷弄,安平區,安平分隊　,紅
907,古堡街81巷　,100,3,整條巷弄,安平區,安平分隊　,紅
908,古堡街76巷　,60,5,整條巷弄,安平區,安平分隊　,紅
909,古堡街72巷　,60,5,整條巷弄,安平區,安平分隊　,紅
910,國勝路125巷　,25,3,整條巷弄,安平區,安平分隊　,紅
911,漁光路89巷　,50,3,整條巷弄,安平區,安平分隊　,紅
912,安平路98巷　,90,3,整條巷弄,安平區,安平分隊　,黃
913,安北路103巷　,30,3,整條巷弄,安平區,安平分隊　,黃
914,安平路80巷　,60,3,整條巷弄,安平區,安平分隊　,黃
915,安平路336巷　,30,3,整條巷弄,安平區,安平分隊　,黃
916,安北路35巷　,40,3,整條巷弄,安平區,安平分隊　,黃
917,安北路86巷　,70,3,整條巷弄,安平區,安平分隊　,黃
918,安北路100巷　,50,3,整條巷弄,安平區,安平分隊　,黃
919,安北路146巷　,50,3,整條巷弄,安平區,安平分隊　,黃
920,安北路152巷　,70,3,整條巷弄,安平區,安平分隊　,黃
921,安北路370巷　,60,3,整條巷弄,安平區,安平分隊　,黃
922,安北路426巷　,80,3,整條巷弄,安平區,安平分隊　,黃
923,安北路416巷　,90,3,整條巷弄,安平區,安平分隊　,黃
924,安北路452巷　,30,3,整條巷弄,安平區,安平分隊　,黃
925,古堡街90巷　,100,3,整條巷弄,安平區,安平分隊　,黃
926,古堡街118巷　,120,3,整條巷弄,安平區,安平分隊　,黃
927,古堡街122巷　,110,3,整條巷弄,安平區,安平分隊　,黃
928,安平路696巷　,60,3,整條巷弄,安平區,安平分隊　,黃
929,安平路33巷　,60,3,整條巷弄,安平區,安平分隊　,黃
930,延平街　,90,3,整條巷弄,安平區,安平分隊　,黃
931,安平路426巷　,100,3,台南市安平二期國宅社區,安平區,安平分隊　,藍
932,育平五街68號　,100,3,儷景富邑大樓,安平區,安平分隊　,藍
933,育平五街6號　,60,5,長谷劃時代大樓,安平區,安平分隊　,藍
934,育平四街22號　,100,5,地中海大樓,安平區,安平分隊　,藍
935,健康三街107巷21號　　,100,5,華廈,安平區,安平分隊　,藍
936,永華八街193巷18號　,55,5,卡爾名第大樓,安平區,安平分隊　,藍
937,建平八街450巷1號　,130,5,川普大樓,安平區,安平分隊　,藍
938,建平八街551號　,100,5,府城新象大樓,安平區,安平分隊　,藍
939,建平八街76號　,170,5,陽光歌德大樓,安平區,安平分隊　,藍
940,永華五街93號　,100,5,貴族天下大樓,安平區,安平分隊　,藍
941,育平五街70號　,75,5,荷蘭首府大樓,安平區,安平分隊　,藍
942,育平五街77號　,100,5,海景富邑大樓,安平區,安平分隊　,藍
943,健康三街592巷55號　,100,5,都會假期大樓,安平區,安平分隊　,藍
944,育平九街192巷71號　,50,5,河邊春夢大樓,安平區,安平分隊　,藍
945,建平十七街231號　,100,5,至尊天下大樓大樓,安平區,安平分隊　,藍
946,永華三街333號　,50,5,府都通商大樓,安平區,安平分隊　,藍
947,光州二街142號　,80,5,華廈,安平區,安平分隊　,藍
948,光州二街146號　,60,5,親愛寶貝大樓,安平區,安平分隊　,藍
949,建平七街677號　,120,5,富貴龍門大樓,安平區,安平分隊　,藍
950,府平路386巷49號　,220,5,力漢念真情大樓,安平區,安平分隊　,藍
951,府安路4段24巷　,120,3.5,整條巷弄,安南區,安和分隊　,紅
952,府安路4段34巷　,120,3.5,整條巷弄,安南區,安和分隊　,紅
953,府安路4段91巷8弄　,60,3,整條巷弄,安南區,安和分隊　,紅
954,府安路4段91巷18弄　,60,3,整條巷弄,安南區,安和分隊　,紅
955,府安路4段91巷22弄　,60,3,整條巷弄,安南區,安和分隊　,紅
956,惠安街51巷　,50,3.5,整條巷弄,安南區,安和分隊　,紅
957,惠安街145巷　,150,3.8,整條巷弄,安南區,安和分隊　,紅
958,惠安街151巷　,150,3.8,整條巷弄,安南區,安和分隊　,紅
959,惠安街161巷　,150,3.5,整條巷弄,安南區,安和分隊　,紅
960,文安街147巷　,60,3,整條巷弄,安南區,安和分隊　,紅
961,安中路1段113巷　,60,3,整條巷弄,安南區,安和分隊　,紅
962,怡安路1段291巷　,100,2.5,整條巷弄,安南區,安和分隊　,紅
